Ticker,Name,Exchange,Category Name,Country
QIC-U.V,QUANTUM INTERNATIONAL INCOME CO,VAN,,Canada
QIT.V,Quinto Resources Inc.,VAN,,Canada
LAQ.V,Black Mammoth Metals Corporation,VAN,,Canada
QRO-H.V,Quadro Resources Ltd.,VAN,,Canada
QZM.V,Quartz Mountain Resources Ltd.,VAN,,Canada
QRO.V,Quadro Resources Ltd.,VAN,,Canada
QRM.TO,Quest Rare Minerals Ltd.,TOR,,Canada
RCI-A.TO,Rogers Communications Inc.,TOR,Wireless Communications,Canada
RCI-B.TO,Rogers Communications Inc.,TOR,Wireless Communications,Canada
RC.TO,RDM Corporation,TOR,Industrial Metals & Minerals,Canada
RON.TO,Rona Inc.,TOR,,Canada
CRJ.TO,"Claude Resources, Inc.",TOR,,Canada
CDH.TO,Corridor Resources Inc.,TOR,Industrial Metals & Minerals,Canada
RDK.TO,"Redhawk Resources, Inc.",TOR,Industrial Metals & Minerals,Canada
TRI.TO,Thomson Reuters Corporation,TOR,Publishing - Newspapers,Canada
SSO.TO,SSR Mining Inc.,TOR,,Canada
RW.V,Renoworks Software Inc.,VAN,Technical & System Software,Canada
CDU.TO,Cardero Resource Corp.,TOR,,Canada
CCM.TO,Canarc Resource Corp.,TOR,Gold,Canada
BTB-UN.TO,BTB Real Estate Investment Trust,TOR,,Canada
BRI.V,GoldMining Inc.,VAN,,Canada
B.V,BCM Resources Corporation,VAN,Industrial Metals & Minerals,Canada
TLR.V,Teslin River Resources Corp.,VAN,,Canada
YO.V,Yoho Resources Inc.,VAN,,Canada
XTG.TO,Xtra-Gold Resources Corp.,TOR,,Canada
XND.V,Xander Resources Inc.,VAN,Industrial Metals & Minerals,Canada
WRR.V,Walker River Resources Corp.,VAN,,Canada
WIR-U.TO,WPT INDUSTRIAL REIT USD,TOR,,Canada
VRB.V,Vanadiumcorp Resource Inc.,VAN,,Canada
VEM.TO,Vena Resources Inc.,TOR,,Canada
SCI-UN.TO,SCITI ROCS Trust,TOR,,Canada
TRA.V,Teras Resources Inc.,VAN,Gold,Canada
TPN.V,Molori Energy Inc.,VAN,,Canada
TBR.V,Timberline Resources Corporation,VAN,Industrial Metals & Minerals,Canada
SYS.V,Sona Resources Corp.,VAN,,Canada
SXR.V,SGX Resources Inc.,VAN,,Canada
SSE.V,Silver Spruce Resources Inc.,VAN,Industrial Metals & Minerals,Canada
SRT-U.TO,SLATE RETAIL REIT USD,TOR,,Canada
SIE.V,Sienna Resources Inc.,VAN,Industrial Metals & Minerals,Canada
SCO.V,Carrie Arran Resources Inc.,VAN,,Canada
RI.V,Resource Capital Gold Corp.,VAN,,Canada
RYU.V,RYU Apparel Inc.,VAN,Textile - Apparel Clothing,Canada
RVX.TO,Resverlogix Corp.,TOR,Biotechnology,Canada
RVA.V,Grosvenor Resource Corporation,VAN,,Canada
RRL.V,Relentless Resources Ltd,VAN,Major Integrated Oil & Gas,Canada
RRI.V,Riverside Resources Inc.,VAN,Industrial Metals & Minerals,Canada
RKR.V,Rokmaster Resources Corp.,VAN,Industrial Metals & Minerals,Canada
REO.V,Reservoir Capital Corp,VAN,Electric Utilities,Canada
RBE.V,RockBridge Resources Inc,VAN,Independent Oil & Gas,Canada
RB.V,Russell Breweries Inc.,VAN,,Canada
PXX.TO,BlackPearl Resources Inc.,TOR,Independent Oil & Gas,Canada
PTC.V,Petrox Resources Corporation,VAN,Independent Oil & Gas,Canada
LK.V,ALX Uranium Corp.,VAN,,Canada
IRC.V,Ironside Resources Inc.,VAN,,Canada
GUL.V,Ashanti Gold Corp.,VAN,,Canada
GUG.V,Gungnir Resources Inc.,VAN,Gold,Canada
GTA.V,GTA Resources and Mining Inc.,VAN,Industrial Metals & Minerals,Canada
GRV.V,Gold Reach Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
GPG.V,Grande Portage Resources Ltd.,VAN,Gold,Canada
GNT.V,Gentor Resources Inc.,VAN,,Canada
GGL.V,GGL Resources Corp,VAN,Industrial Metals & Minerals,Canada
CXD.V,Rizal Resources Corporation,VAN,,Canada
CSQ.V,Canamex Resources Corp.,VAN,Closed-End Fund - Debt,Canada
CSH-UN.TO,Chartwell Retirement Residences,TOR,REIT - Healthcare Facilities,Canada
CPS.V,Claim Post Resources Inc.,VAN,Industrial Metals & Minerals,Canada
CN.V,Condor Resources Inc.,VAN,Industrial Metals & Minerals,Canada
CGP.V,Cornerstone Capital Resources Inc.,VAN,Industrial Metals & Minerals,Canada
CCE.V,Commerce Resources Corp.,VAN,Industrial Metals & Minerals,Canada
CBI.V,Colibri Resource Corporation,VAN,Industrial Metals & Minerals,Canada
CBA.V,Champion Bear Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
BTR.V,BonTerra Resources Inc.,VAN,Industrial Metals & Minerals,Canada
BRS.V,BRS Resources Ltd.,VAN,Independent Oil & Gas,Canada
BGD.V,Bullion Gold Resources Corp.,VAN,Industrial Metals & Minerals,Canada
WPR.V,White Pine Resources Inc.,VAN,,Canada
AXR.TO,Alexco Resource Corp.,TOR,Industrial Metals & Minerals,Canada
AVZ.V,Avala Resources Ltd.,VAN,,Canada
AUU.V,Aura Silver Resources Inc.,VAN,Industrial Metals & Minerals,Canada
AU.V,Aurion Resources Ltd.,VAN,Gold,Canada
ATL.TO,Atlatsa Resources Corporation,TOR,,Canada
ATI.V,Altai Resources Inc.,VAN,Independent Oil & Gas,Canada
ASN.V,Asian Mineral Resources Limited,VAN,Industrial Metals & Minerals,Canada
ARG.TO,Amerigo Resources Ltd.,TOR,Copper,Canada
BRA.V,Canex Energy Corp.,VAN,,Canada
ALI.V,Altitude Resources Inc.,VAN,Industrial Metals & Minerals,Canada
ADR-H.V,Arcland Resources Inc.,VAN,Industrial Metals & Minerals,Canada
AYN.V,Anthem Resources Incorporated,VAN,,Canada
WRP.V,Western Pacific Resources Corp.,VAN,Gold,Canada
WZR.V,Westernzagros Resources Ltd.,VAN,,Canada
WPQ.V,WPC Resources Inc.,VAN,Industrial Metals & Minerals,Canada
WMR.V,Westminster Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
WIL.V,Wilton Resources Inc.,VAN,,Canada
VSR.V,Vanstar Mining Resources Inc.,VAN,Industrial Metals & Minerals,Canada
VAX.V,Vantex Resources Ltd,VAN,Industrial Metals & Minerals,Canada
ULT.V,Empire Rock Minerals Inc.,VAN,,Canada
UC.V,UC Resources Ltd.,VAN,,Canada
UBR.V,HPQ Silicon Resources Inc.,VAN,,Canada
TWR.V,Tower Resources Ltd.,VAN,Silver,Canada
TSN.V,Telson Resources Inc.,VAN,Industrial Metals & Minerals,Canada
TRC.V,Teryl Resources Corp.,VAN,,Canada
TMR.TO,TMAC Resources Inc.,TOR,,Canada
TME.V,Temex Resources Corp.,VAN,,Canada
TK.V,Tinka Resources Limited,VAN,Industrial Metals & Minerals,Canada
TM.V,Trigon Metals Inc.,VAN,Closed-End Fund - Equity,Canada
SWN.V,ScoZinc Mining Ltd.,VAN,,Canada
SRU-UN.TO,Smart Real Estate Investment Trust,TOR,,Canada
TCC.V,Trenchant Capital Corp.,VAN,Industrial Metals & Minerals,Canada
SRI.V,Sparton Resources Inc.,VAN,Industrial Metals & Minerals,Canada
SQA.V,Stina Resources Ltd.,VAN,,Canada
SWR.V,Swift Resources Inc.,VAN,,Canada
TMT-H.V,T.M.T. Resources Inc.,VAN,Oil & Gas Drilling & Exploration,Canada
SLK.V,Silk Road Energy Inc.,VAN,Independent Oil & Gas,Canada
SLG.V,Sterling Resources Ltd.,VAN,Independent Oil & Gas,Canada
SKE.V,Skeena Resources Limited,VAN,Industrial Metals & Minerals,Canada
SIP.V,Sniper Resources Ltd.,VAN,,Canada
SI.V,Torq Resources Inc.,VAN,,Canada
SGU.V,Signature Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
SEN.TO,Serinus Energy Inc.,TOR,Independent Oil & Gas,Canada
SCP.TO,Sprott Resource Holdings Inc.,TOR,,Canada
SBR.TO,Silver Bear Resources Plc,TOR,Conglomerates,Canada
RZZ.V,Abitibi Royalties Inc.,VAN,Industrial Metals & Minerals,Canada
RTM.V,RT Minerals Corp,VAN,,Canada
RY-PW.TO,RBC 4.90% SER. W,TOR,,Canada
RY-PK.TO,ROYAL BANK PREF SERIES AK,TOR,,Canada
RVV.V,Revive Therapeutics Ltd.,VAN,,Canada
RVL.V,Revelo Resources Corp.,VAN,,Canada
RUP.V,Rupert Resources Ltd.,VAN,Gold,Canada
SUM.TO,Solium Capital Inc.,TOR,Gold,Canada
S.TO,Sherritt International Corporation,TOR,Industrial Metals & Minerals,Canada
SOY.TO,SunOpta Inc.,TOR,Food - Major Diversified,Canada
SJR-B.TO,Shaw Communications Inc.,TOR,CATV Systems,Canada
SEC.TO,Senvest Capital Inc.,TOR,Asset Management,Canada
ICE.TO,Canlan Ice Sports Corp.,TOR,Industrial Metals & Minerals,Canada
SMF.TO,SEMAFO Inc.,TOR,Industrial Metals & Minerals,Canada
SJ.TO,Stella-Jones Inc.,TOR,"Lumber, Wood Production",Canada
STN.TO,Stantec Inc.,TOR,Business Services,Canada
SGQ.TO,SouthGobi Resources Ltd.,TOR,Industrial Metals & Minerals,Canada
SXI.TO,Synex International Inc.,TOR,Electric Utilities,Canada
SW.TO,"Sierra Wireless, Inc.",TOR,Communication Equipment,Canada
SCC.TO,Sears Canada Inc.,TOR,,Canada
TRP.TO,TransCanada Corporation,TOR,Industrial Metals & Minerals,Canada
TTH.TO,Transition Therapeutics Inc.,TOR,,Canada
CTC.TO,"Canadian Tire Corporation, Limited",TOR,"Specialty Retail, Other",Canada
TH.TO,Theratechnologies Inc.,TOR,Biotechnology,Canada
TOS.TO,TSO3 Inc.,TOR,Medical Instruments & Supplies,Canada
TA.TO,TransAlta Corporation,TOR,Diversified Utilities,Canada
IMP.TO,Intermap Technologies Corporation,TOR,Business Services,Canada
T.TO,TELUS Corporation,TOR,Wireless Communications,Canada
CTC-A.TO,"Canadian Tire Corporation, Limited",TOR,Pollution & Treatment Controls,Canada
TRU.V,Trius Investments Inc.,VAN,Waste Management,Canada
TMB.TO,Tembec Inc.,TOR,Industrial Metals & Minerals,Canada
TLT.V,Theralase Technologies Inc.,VAN,Medical Appliances & Equipment,Canada
BYL.TO,Baylin Technologies Inc.,TOR,Communication Equipment,Canada
SIO.V,"SENSIO Technologies, Inc.",VAN,,Canada
TWD.V,Canopy Growth Corporation,VAN,,Canada
TST.TO,Telesta Therapeutics Inc.,TOR,,Canada
TNG.V,Findev Inc.,VAN,,Canada
TFI.TO,TFI International Inc.,TOR,,Canada
TCS.TO,Tecsys Inc.,TOR,Technical & System Software,Canada
UNS.TO,Uni-Select Inc.,TOR,Auto Parts,Canada
URB.TO,Urbana Corporation,TOR,,Canada
UWE.TO,U3O8 Corp.,TOR,Industrial Metals & Minerals,Canada
UGD.V,Unigold Inc.,VAN,Gold,Canada
UEX.TO,UEX Corporation,TOR,Industrial Metals & Minerals,Canada
UTY.V,Unity Energy Corp.,VAN,Industrial Metals & Minerals,Canada
UTC-C.TO,Utility Corp.,TOR,,Canada
UNI.V,Unisync Corp.,VAN,,Canada
UNC-PC.TO,UNITED CORP 63 PR,TOR,,Canada
UNC-PB.TO,UNITED CORP 59 PR,TOR,,Canada
ULI.V,Ultra Lithium Inc,VAN,,Canada
UG.V,UGE International Ltd.,VAN,,Canada
U.TO,Uranium Participation Corporation,TOR,Industrial Metals & Minerals,Canada
SBT-U.TO,SILVER BULLION TRUST USD ETF NO,TOR,,Canada
RBS.TO,R Split III Corp.,TOR,,Canada
PAR-UN.TO,Partners Real Estate Investment Trust,TOR,,Canada
MU.V,Monster Uranium Corp.,VAN,,Canada
MRT-UN.TO,Morguard Real Estate Investment Trust,TOR,REIT - Diversified,Canada
MQA-UN.TO,Macquarie Emerging Markets Infrastructure Income Fund,TOR,,Canada
MKZ-UN.TO,Mackenzie Master Limited Partnership,TOR,Asset Management,Canada
HUL-UN.TO,US Buyback Leaders Fund,TOR,,Canada
HGI-UN.TO,Global Telecom & Utilities Income Fund,TOR,,Canada
GSB-UN.TO,Goldman Sachs U.S. Income Builder Trust,TOR,,Canada
GAZ-UN.V,Fronsac Real Estate Investment Trust,VAN,,Canada
FDC.V,Forum Uranium Corp.,VAN,Industrial Metals & Minerals,Canada
FCU.TO,Fission Uranium Corp.,TOR,Industrial Metals & Minerals,Canada
CVV.V,CanAlaska Uranium Ltd.,VAN,Industrial Metals & Minerals,Canada
CUF-UN.TO,Cominar Real Estate Investment Trust,TOR,REIT - Diversified,Canada
CU-PE.TO,CANADIAN UTILITIES LTD PREF SER,TOR,,Canada
CAR-UN.TO,Canadian Apartment Properties Real Estate Investment Trust,TOR,REIT - Residential,Canada
BYU.V,Bayswater Uranium Corporation,VAN,Industrial Metals & Minerals,Canada
BUA-UN.TO,Bloom U.S. Income & Growth Fund,TOR,,Canada
BSC.TO,BNS Split Corp II,TOR,,Canada
AQN-PA.TO,ALGONQUIN POWER AND UTILITIES P,TOR,,Canada
BW.V,Blue Sky Energy Inc.,VAN,,Canada
YVI.V,Yorkton Ventures Inc.,VAN,Independent Oil & Gas,Canada
VQS.V,VIQ Solutions Inc.,VAN,Technical & System Software,Canada
VLN.TO,Velan Inc.,TOR,Diversified Machinery,Canada
PLL.V,Palladon Ventures Ltd.,VAN,,Canada
GV.V,Guerrero Ventures Inc.,VAN,Gold,Canada
CLV.V,Canoe Mining Ventures Corp.,VAN,Industrial Metals & Minerals,Canada
CBS.V,Bard Ventures Ltd.,VAN,Broadcasting - TV,Canada
VV.V,Versatile Systems Inc.,VAN,,Canada
VTT.V,Vendetta Mining Corp.,VAN,Industrial Metals & Minerals,Canada
VTI.V,Valdor Technology International Inc.,VAN,Communication Equipment,Canada
VSN-PC.TO,VERESEN INC PREF SH SERIES C,TOR,,Canada
VNR-PA.TO,VALENER INC PREF SERIES A,TOR,,Canada
VML.V,Viscount Mining Corp.,VAN,,Canada
VGD.V,Visible Gold Mines Inc.,VAN,Gold,Canada
VAI.CN,Virtualarmor International Inc.,CNQ,,Canada
VEG-H.V,Captiva Verde Industries Ltd.,VAN,Farm Products,Canada
VCV.V,Vatic Ventures Corp.,VAN,,Canada
TVE.TO,Tamarack Valley Energy Ltd,TOR,,Canada
VRY.V,Petro-Victory Energy Corp.,VAN,Independent Oil & Gas,Canada
SVO.V,SVO.V,VAN,,Canada
SMV-H.V,SMC Ventures Inc.,VAN,Conglomerates,Canada
PVX.V,Pantheon Ventures Ltd.,VAN,,Canada
PVS-PD.TO,PARTNERS VALUE SPLIT CORP PREF,TOR,,Canada
PVS-PB.TO,PARTNERS VALUE SPLIT CORP PREF,TOR,,Canada
MVA-P.V,Mira VII Acquisition Corp.,VAN,,Canada
MBE.CN,Maccabi Ventures Inc.,CNQ,,Canada
LOW-UN.TO,Low Volatility Canadian Equities Income Fund,TOR,,Canada
LVH.V,Jackpot Digital Inc.,VAN,,Canada
ITT.V,Internet of Things Inc.,VAN,Diversified Machinery,Canada
GZZ.V,Golden Valley Mines Ltd.,VAN,Industrial Metals & Minerals,Canada
GSV.V,Gold Standard Ventures Corp,VAN,,Canada
FVL.TO,Freegold Ventures Limited,TOR,Industrial Metals & Minerals,Canada
EV.V,Erin Ventures Inc.,VAN,Industrial Metals & Minerals,Canada
DVI.V,Dunnedin Ventures Inc.,VAN,,Canada
CZ.V,Cassius Ventures Ltd.,VAN,,Canada
CZ-H.V,Cassius Ventures Ltd.,VAN,,Canada
CVN.V,Cavan Ventures Inc.,VAN,,Canada
CDC.V,Cadillac Ventures Inc.,VAN,Industrial Metals & Minerals,Canada
CBV.V,Cobra Venture Corporation,VAN,Independent Oil & Gas,Canada
BVQ.CN,Bravura Ventures Corp.,CNQ,,Canada
BLV.V,Blackstone Ventures Inc.,VAN,,Canada
AZN.V,Arcturus Ventures Inc.,VAN,,Canada
VVI-H.V,Valencia Ventures Inc.,VAN,,Canada
BAV-H.V,Bravern Ventures Ltd.,VAN,,Canada
TVE.V,Tamarack Valley Energy Ltd,VAN,,Canada
VRT.CN,VERITAS PHARMA INC,CNQ,,Canada
VVN.V,Power Americas Minerals Corp.,VAN,,Canada
AV-UN.TO,LOGiQ Advantage VIP Income Fund,TOR,,Canada
CVC-P.V,Carlaw Capital V Corp.,VAN,,Canada
ISL-UN.TO,Voya Floating Rate Senior Loan Fund,TOR,,Canada
AQE-H.V,Aqua-Pure Ventures Inc.,VAN,,Canada
BVE.V,Burnstone Ventures Inc.,VAN,,Canada
VOL.V,Volcanic Gold Mines Inc.,VAN,,Canada
PPV-H.V,P&P Ventures Inc.,VAN,,Canada
ATV.V,Alto Ventures Ltd.,VAN,Catalog & Mail Order Houses,Canada
ETV-H.V,Evermount Ventures Inc.,VAN,,Canada
PBT-U.CN,PORTAGE BIOTECH IN,CNQ,,Canada
VCT.CN,Velocity Data Inc.,CNQ,,Canada
GGS.V,Golden Secret Ventures Ltd.,VAN,Industrial Metals & Minerals,Canada
WAW.CN,Augustine Ventures Inc.,CNQ,,Canada
VXL.V,Vaxil Bio Ltd.,VAN,,Canada
PSV.V,Palisades Ventures Inc.,VAN,,Canada
CMT.V,CMT.V,VAN,,Canada
CJT-A.TO,Cargojet Inc.,TOR,,Canada
MQV-H.V,Marquis Ventures Inc.,VAN,,Canada
VCR-H.V,VECTOR RESOURCES INC,VAN,,Canada
GVY.V,Green Valley Mine Incorporated,VAN,Industrial Metals & Minerals,Canada
VIS.V,Visionstate Corp.,VAN,Technical & System Software,Canada
FCV.V,Focus Ventures Ltd.,VAN,Industrial Metals & Minerals,Canada
AQE.V,Aqua Pure Ventures Inc.,VAN,,Canada
SLV.V,Stealth Ventures Inc.,VAN,,Canada
PGV.V,Prodigy Ventures Inc,VAN,,Canada
IVC.V,Interconnect Ventures Corporation,VAN,Industrial Metals & Minerals,Canada
AMN-P.V,WeedMD Rx Inc.,VAN,,Canada
VFX.V,Virtutone Networks Inc.,VAN,,Canada
IHL-UN.TO,Voya High Income Floating Rate Fund,TOR,,Canada
MPS.V,Cuba Ventures Corp.,VAN,,Canada
WPT.TO,Westport Fuel Systems Inc.,TOR,,Canada
WIN.TO,Quarterhill Inc.,TOR,,Canada
LWP.TO,LWP Capital Inc.,TOR,,Canada
WT-H.V,Wangton Capital Corp.,VAN,,Canada
WP.V,Western Pacific Trust Company,VAN,Asset Management,Canada
WN-PE.TO,George Weston Limited,TOR,,Canada
WN-PC.TO,GEORGE WESTON LTD. 5.20% PR. SE,TOR,,Canada
WN-PA.TO,GEORGE WESTON LIMITED PR SERIES,TOR,,Canada
WML.V,Wealth Minerals Ltd.,VAN,Industrial Metals & Minerals,Canada
WLV.V,Wolverine Minerals Corp.,VAN,Industrial Metals & Minerals,Canada
WJA-A.TO,WestJet Airlines Ltd.,TOR,,Canada
WEE.V,Wavefront Technology Solutions Inc.,VAN,Oil & Gas Equipment & Services,Canada
WED.V,The Westaim Corporation,VAN,,Canada
WCC.V,Consolidated Woodjam Copper Corp.,VAN,Industrial Metals & Minerals,Canada
WAN.V,Wanted Technologies Corporation,VAN,,Canada
W-PH.TO,Westcoast Energy Inc.,TOR,,Canada
PWT.TO,Obsidian Energy Ltd.,TOR,,Canada
PWC.TO,PWC Capital Inc.,TOR,,Canada
PAW.V,Pacific Wildcat Resources Corp.,VAN,,Canada
MGW.V,Maple Leaf Green World Inc.,VAN,Farm Products,Canada
IDW.V,"ID Watchdog, Inc.",VAN,,Canada
GWO-PS.TO,GREAT WEST LIFECO PREF SER S,TOR,,Canada
GWO-PR.TO,GREAT WEST LIFECO INC SER R,TOR,,Canada
GAF-UN.TO,Global Alpha Worldwide Growth Fund,TOR,,Canada
EW.V,East West Petroleum Corp,VAN,,Canada
DWS.V,Diamond Estates Wines & Spirits Inc.,VAN,Beverages - Wineries & Distillers,Canada
CWB-PB.TO,CANADIAN WESTERN BANK PREF SERI,TOR,,Canada
BMW.V,Brand Marvel Worldwide Consumer Products Corporation,VAN,,Canada
BWR.V,BWR Exploration Inc.,VAN,Industrial Metals & Minerals,Canada
AWI.V,Advent-AWI Holdings Inc.,VAN,"Specialty Retail, Other",Canada
WRY.V,Western Troy Capital Resources Inc.,VAN,Industrial Metals & Minerals,Canada
WLF.V,Wolfden Resources Corporation,VAN,Industrial Metals & Minerals,Canada
RGT.CN,"Global Remote Technologies, Ltd.",CNQ,,Canada
WR.V,Worldwide Resources Corp.,VAN,,Canada
GWO-PP.TO,GREAT WEST LIFECO INC 5.4 PCT P,TOR,,Canada
IWS.CN,International Wastewater Systems Inc.,CNQ,,Canada
WWM.CN,Worldwide Marijuana Inc.,CNQ,,Canada
WHM.V,White Metal Resources Corp.,VAN,,Canada
WS.TO,Arizona Mining Inc.,TOR,,Canada
WSP.TO,WSP Global Inc.,TOR,General Contractors,Canada
CWG-H.V,CRAIG WIRELESS SYSTEMS LTD,VAN,,Canada
WIF-H.V,Windfire Capital Corp.,VAN,,Canada
WHY.V,West High Yield (W.H.Y.) Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
WEB.V,Westbridge Energy Corporation,VAN,Independent Oil & Gas,Canada
BWC.CN,Big Wind Capital Inc.,CNQ,,Canada
PWB.TO,VersaBank,TOR,,Canada
WAB.CN,Wabi Exploration Inc.,CNQ,,Canada
YFI.V,Edgewater Wireless Systems Inc.,VAN,Communication Equipment,Canada
WN-PD.TO,"GEORGE WESTON LTD., 5.2% PRF SE",TOR,,Canada
XBC.V,Xebec Adsorption Inc.,VAN,Diversified Machinery,Canada
XX.V,Avante Logixx Inc.,VAN,Security & Protection Services,Canada
XME.V,Xmet Inc.,VAN,,Canada
XIA.V,Xiana Mining Inc.,VAN,,Canada
XCX.V,Chinook Tyee Industry Limited,VAN,,Canada
XAU.V,GoldMoney Inc.,VAN,,Canada
XCP.V,Coopers Park Corporation,VAN,,Canada
LIX.V,Lithium X Energy Corp.,VAN,,Canada
DAP-U.V,XPEL TECHNOLOGIES CORP,VAN,,Canada
XYM.TO,Star Portfolio Corp.,TOR,,Canada
XMF-PB.TO,M SPLIT CORP. CLASS I PREF SHAR,TOR,,Canada
XMG.CN,MGX Minerals Inc.,CNQ,,Canada
XMF-A.TO,M Split Corp.,TOR,,Canada
XE.V,Xemplar Energy Corp.,VAN,,Canada
XTD.TO,TDb Split Corp.,TOR,,Canada
-X.TO,CDN UTIL CL B,TOR,,Canada
XBR.CN,Metalla Royalty & Streaming Ltd.,CNQ,,Canada
XRG.TO,Xinergy Ltd.,TOR,,Canada
XTT.V,X-Terra Resources Inc.,VAN,Industrial Metals & Minerals,Canada
XMF-PC.TO,M SPLIT CORP. CLASS II PREF SHA,TOR,,Canada
XTM.V,Transition Metals Corp.,VAN,Industrial Metals & Minerals,Canada
XTD-PA.TO,"TDB SPLIT CORP., PRIORITY EQUIT",TOR,,Canada
XYM-UN.TO,Star Yield Managers Trust,TOR,,Canada
YOU-UN.TO,Yield Advantage Income Trust,TOR,,Canada
YEL.V,Plateau Uranium Inc.,VAN,,Canada
BHY-UN.TO,Brookfield High Yield Strategic Income Fund,TOR,,Canada
AHY-UN.TO,Advantaged Canadian High Yield Bond Fund,TOR,,Canada
YOO.V,Yangaroo Inc,VAN,Business Services,Canada
YAK.V,Mongolia Growth Group Ltd.,VAN,Property Management,Canada
YCM-PB.TO,COMMERCE SPLIT CORP CLASS II PR,TOR,,Canada
YCM-PA.TO,COMMERCE SPLIT CORP CLASS I PRE,TOR,,Canada
MHY-UN.TO,Marret High Yield Strategies Fund,TOR,,Canada
BCE-PY.TO,BCE Inc.,TOR,,Canada
HYB-UN.TO,DDJ High Yield Fund,TOR,,Canada
YCM.TO,New Commerce Split Fund,TOR,,Canada
HHY-UN.TO,High Rock Canadian High Yield Bond Fund,TOR,,Canada
YTY.V,Wi2Wi Corporation,VAN,Communication Equipment,Canada
YTC-H.V,YUNTONE CAPITAL CORP,VAN,,Canada
-PY.TO,TD BANK SER Y PR,TOR,,Canada
ZCL.TO,ZCL Composites Inc.,TOR,Business Services,Canada
CZN.TO,Canadian Zinc Corporation,TOR,Industrial Metals & Minerals,Canada
ZC.V,Zimtu Capital Corp.,VAN,Asset Management,Canada
ZFR.V,Zephyr Minerals Ltd.,VAN,Gold,Canada
ZAZ.TO,Zazu Metals Corporation,TOR,,Canada
CZX.V,Canada Zinc Metals Corp.,VAN,Industrial Metals & Minerals,Canada
CNZ.V,Canadian Zeolite Corp.,VAN,,Canada
ZIM.V,Zinco Mining Corp.,VAN,,Canada
ZNC-H.V,Zincore Metals Inc.,VAN,,Canada
ZAO.V,Clarocity Corporation,VAN,,Canada
ZIM-H.V,Zinco Mining Corp.,VAN,,Canada
ZYZ-A.TO,ZYZ-A.TO,TOR,,Canada
BCE-PZ.TO,BCE INC SERIES Z,TOR,,Canada
BZM.CN,Blue Zen Memorial Parks Inc.,CNQ,,Canada
ZRO.CN,Biosenta Inc.,CNQ,,Canada
ZCC.V,Zena Mining Corp.,VAN,Industrial Metals & Minerals,Canada
ZAD.V,Zadar Ventures Ltd.,VAN,Industrial Metals & Minerals,Canada
ZUM.V,ZoomerMedia Limited,VAN,Entertainment - Diversified,Canada
ZTE.CN,ZTEST Electronics Inc.,CNQ,,Canada
TD-PZ.TO,TD BANK PREF SERIES Z,TOR,,Canada
ZOR-P.V,ZOR-P.V,VAN,,Canada
ZMS.V,Zecotek Photonics Inc,VAN,Medical Appliances & Equipment,Canada
ZKL.V,China Keli Electric Company Ltd,VAN,Diversified Electronics,Canada
ZTE.V,ZTEST Electronics Inc.,VAN,,Canada
ZRI.CN,Zara Resources Inc.,CNQ,,Canada
AAT.V,ATI Airtest Technologies Inc.,VAN,Specialty Chemicals,Canada
AAO.V,Augusta Industries Inc.,VAN,Industrial Equipment Wholesale,Canada
AAB.TO,Aberdeen International Inc.,TOR,Asset Management,Canada
BCE-PA.TO,BCE Inc.,TOR,,Canada
AAU.V,AndeanGold Ltd.,VAN,,Canada
AAZ.V,Azincourt Uranium Inc.,VAN,,Canada
AAX.V,Advance Gold Corp,VAN,Gold,Canada
AAR-UN.TO,Pure Industrial Real Estate Trust,TOR,,Canada
AA.V,Alba Minerals Ltd.,VAN,Industrial Metals & Minerals,Canada
AAP-P.V,Alpha Peak Leisure Inc.,VAN,,Canada
AAA.TO,Allana Potash Corp.,TOR,,Canada
AAU-H.V,ANDEANGOLD LTD.,VAN,,Canada
AAN.V,Aton Resources Inc.,VAN,Industrial Metals & Minerals,Canada
ANN.CN,AAN Ventures Inc,CNQ,,Canada
AA-H.V,Alba Minerals Ltd.,VAN,,Canada
AAD.V,Added Capital Inc.,VAN,,Canada
AAP.V,Alpha Peak Leisure Inc.,VAN,,Canada
ABT.TO,Absolute Software Corporation,TOR,Technical & System Software,Canada
NAI.V,Canex Metals Inc.,VAN,,Canada
ABZ.V,AsiaBaseMetals Inc.,VAN,Industrial Metals & Minerals,Canada
ABM.V,Athabasca Minerals Inc.,VAN,Industrial Metals & Minerals,Canada
ABS.V,Abzu Gold Ltd,VAN,,Canada
ABA.CN,Canada House Wellness Group Inc.,CNQ,,Canada
ATT.CN,Abattis Bioceuticals Corp.,CNQ,,Canada
ABU.V,Abenteuer Resources Corp.,VAN,,Canada
FAP.TO,Aberdeen Asia-Pacific Income Investment Company Limited,TOR,,Canada
AB-H.V,Asbestos Corporation Limited,VAN,Industrial Metals & Minerals,Canada
ABJ.CN,Supreme Metals Corp.,CNQ,,Canada
ABI.V,Abcourt Mines Inc.,VAN,Gold,Canada
AME.V,Abacus Mining & Exploration Corporation,VAN,Industrial Metals & Minerals,Canada
ABL.V,Abington Resources Ltd.,VAN,,Canada
ABK-A.TO,Allbanc Split Corp.,TOR,,Canada
ABN.V,Aben Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
