Ticker,Name,Exchange,Category Name,Country
AOZ.V,Aurania Resources Ltd.,VAN,,Canada
MST-UN.TO,Milestone Apartments Real Estate Investment Trust,TOR,,Canada
APV.V,Apivio Systems Inc.,VAN,,Canada
APL.V,Appulse Corporation,VAN,Pollution & Treatment Controls,Canada
MST-R.TO,MILESTONE APARTMENTS REIT SUB R,TOR,,Canada
KMP-UN.TO,Killam Apartment Real Estate Investment Trust,TOR,Biotechnology,Canada
APR-UN.TO,Automotive Properties Real Estate Investment Trust,TOR,,Canada
APA.V,KDA Group Inc.,VAN,,Canada
APG.CN,APAC Resources Inc.,CNQ,,Canada
TN-UN.TO,TN-UN.TO,TOR,,Canada
API.CN,Appia Energy Corp.,CNQ,,Canada
FUN.CN,Fundamental Applications Corp.,CNQ,,Canada
APE.V,Apogee Opportunities Inc.,VAN,Industrial Metals & Minerals,Canada
AQM.V,AQM Copper Inc.,VAN,,Canada
AQC.V,AQC.V,VAN,,Canada
AQC-H.V,AQUARIUS COATINGS INC,VAN,,Canada
ASL.V,Argentum Silver Corp.,VAN,,Canada
ARF.TO,2242749 Ontario Limited,TOR,,Canada
NAR.V,North Arrow Minerals Inc.,VAN,Industrial Metals & Minerals,Canada
GRG.V,Golden Arrow Resources Corporation,VAN,Industrial Metals & Minerals,Canada
AX-PG.TO,ARTIS REIT PREF SERIES G,TOR,,Canada
AX-PA.TO,ARTIS REIT PREF SERIES A,TOR,,Canada
AWS.V,Arrowstar Resources Ltd,VAN,,Canada
ARS.V,Asiamet Resources Limited,VAN,,Canada
ARD.V,Armada Data Corporation,VAN,Internet Information Providers,Canada
ARC.V,Arian Resources Corp.,VAN,,Canada
A.V,Armor Minerals Inc.,VAN,,Canada
ARO.CN,Armadillo Resources Ltd prior to merger with Amazones Capital e Particpacoes Ltd,CNQ,,Canada
AX-PE.TO,ARTIS REIT PREF SER E,TOR,,Canada
ATX.V,Argentex Mining Corporation,VAN,,Canada
ARM.CN,Armada Mercantile Ltd.,CNQ,,Canada
-PG.TO,ARTIS REIT PREF SERIES G,TOR,,Canada
SA.V,Southern Arc Minerals Inc.,VAN,Gold,Canada
ARW.V,Aroway Energy Inc.,VAN,,Canada
ARB-H.V,Ardonblue Ventures Inc.,VAN,,Canada
-PA.TO,ARTIS REIT PREF SERIES A,TOR,,Canada
ARU.V,Aurania Resources Ltd.,VAN,,Canada
RPT.V,ArPetrol Ltd.,VAN,,Canada
ARB.V,Ardonblue Ventures Inc.,VAN,,Canada
GHG.CN,Global Hemp Group Inc.,CNQ,,Canada
ARZ.TO,Aralez Pharmaceuticals Inc.,TOR,Gold,Canada
ARK.V,Archer Petroleum Corp,VAN,,Canada
GAR.V,Green Arrow Resources Inc.,VAN,,Canada
-PU.TO,ARTIS REIT PREF SERIES C USD,TOR,,Canada
SCO-H.V,CARRIE ARRAN RESOURCES INC,VAN,,Canada
-PE.TO,ARTIS REIT PREF SER E,TOR,,Canada
AX-PU.TO,ARTIS REIT PREF SERIES C USD,TOR,,Canada
ARR.V,Arco Resources Corp.,VAN,,Canada
ASG.V,Aurora Spine Corporation,VAN,Medical Appliances & Equipment,Canada
CBU.TO,First Asset CanBanc Split Corp.,TOR,,Canada
BAM-PFD.TO,Brookfield Asset Management Inc.,TOR,,Canada
BAM-PFC.TO,Brookfield Asset Management Inc.,TOR,,Canada
BAM-PB.TO,"BROOKFIELD ASSET MGMT INC., PR",TOR,,Canada
AST.V,Black Dragon Gold Corp.,VAN,,Canada
ASM.V,Avino Silver & Gold Mines Ltd.,VAN,Industrial Metals & Minerals,Canada
ASC.V,Clean Commodities Corp.,VAN,,Canada
ASE.V,Asante Gold Corporation,VAN,Industrial Metals & Minerals,Canada
BAM-PFA.TO,Brookfield Asset Management Inc.,TOR,,Canada
BAM-PL.TO,BAM-PL.TO,TOR,,Canada
BAM-PFG.TO,Brookfield Asset Management Inc.,TOR,,Canada
AXA.V,Axios Mobile Assets Corp.,VAN,,Canada
BAM-PG.TO,Brookfield Asset Management Inc.,TOR,,Canada
BSD-UN.TO,Brookfield Soundvest Split Trust,TOR,,Canada
BAM-PK.TO,"BROOKFIELD ASSET MGMT INC., PR.",TOR,,Canada
BAY.V,Aston Bay Holdings Ltd.,VAN,,Canada
BAM-PFF.TO,Brookfield Asset Management Inc.,TOR,,Canada
TAR.V,Astar Minerals Ltd.,VAN,Industrial Metals & Minerals,Canada
BAM-PFE.TO,Brookfield Asset Management Inc.,TOR,,Canada
FA.V,Fountain Asset Corp.,VAN,,Canada
BAM-PM.TO,Brookfield Asset Management Inc.,TOR,,Canada
BAM-PZ.TO,BROOKFIELD ASSET MGMT INC PR SE,TOR,,Canada
BAM-PFB.TO,Brookfield Asset Management Inc.,TOR,,Canada
BAM-PC.TO,"BROOKFIELD ASSET MGMT INC., PR.",TOR,,Canada
BAM-PN.TO,BROOKFIELD ASSET MGMT PREF SHS,TOR,,Canada
ASB-H.V,ASB CAPITAL INC,VAN,,Canada
BAM-PE.TO,BROOKFIELD ASSET MGMT INC. PR.,TOR,,Canada
NOW-H.V,ASIA NOW RESOURCES CORP.,VAN,,Canada
BAM-PT.TO,BROOKFIELD ASSET MGMT PREF SER,TOR,,Canada
RIT-UN.TO,First Asset Canadian REIT ETF,TOR,,Canada
ASQ.V,Astorius Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
-H.V,ASBESTOS CORPORATION LIMITED,VAN,,Canada
ASE.CN,Asante Gold Corporation,CNQ,,Canada
BAM-PR.TO,Brookfield Asset Management Inc.,TOR,,Canada
BAM-PFH.TO,Brookfield Asset Management Inc.,TOR,,Canada
TRZ.TO,Transat A.T. Inc.,TOR,,Canada
TRZ-A.TO,"Transat AT, Inc.",TOR,,Canada
ATY.V,Atico Mining Corporation,VAN,Industrial Metals & Minerals,Canada
ATM.V,Atacama Pacific Gold Corporation,VAN,Gold,Canada
ATG.V,Atlanta Gold Inc.,VAN,Gold,Canada
ATW.V,AtmanCo Inc.,VAN,Oil & Gas Drilling & Exploration,Canada
AZP-PB.TO,ATLANTIC POWER PREF EQUITY SER,TOR,,Canada
AZP-PA.TO,ATLANTIC POWER PREF EQUITY SER,TOR,,Canada
AZP-PC.TO,ATLANTIC POWER PREF EQUITY SER,TOR,,Canada
BOC.V,BlueOcean NutraSciences Inc.,VAN,,Canada
AYM.TO,Atalaya Mining plc,TOR,,Canada
TTO-H.V,Atoro Capital Corp.,VAN,,Canada
AVA.V,Aurvista Gold Corporation,VAN,Gold,Canada
AUP.TO,Aurinia Pharmaceuticals Inc.,TOR,Technical & System Software,Canada
AUG.V,Auryn Resources Inc.,VAN,,Canada
AUX.V,Auramex Resource Corp.,VAN,Industrial Metals & Minerals,Canada
AUQ.TO,"Alamos Gold, Inc.",TOR,,Canada
CHR-B.TO,Chorus Aviation Inc.,TOR,,Canada
AVT.V,Alloycorp Mining Inc.,VAN,,Canada
AVP.TO,Avcorp Industries Inc.,TOR,Industrial Metals & Minerals,Canada
AVK.TO,Avnel Gold Mining Limited,TOR,Gold,Canada
AVM.CN,Avarone Metals Inc.,CNQ,,Canada
AVM.V,Avarone Metals Inc.,VAN,,Canada
CHR-A.TO,Chorus Aviation Inc.,TOR,,Canada
AVD.V,Avidus Management Group Inc.,VAN,,Canada
AVO.TO,Avigilon Corporation,TOR,Industrial Metals & Minerals,Canada
VVA.V,Liberty Biopharma Inc.,VAN,,Canada
AVU.V,Avrupa Minerals Ltd,VAN,Industrial Metals & Minerals,Canada
TPC.V,Tenth Avenue Petroleum Corp.,VAN,,Canada
VIV.V,"Avivagen, Inc.",VAN,Drug Manufacturers - Major,Canada
VVS.CN,Avapecia Life Sciences Corp.,CNQ,,Canada
AWE.V,Thunderstruck Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
AXQ.V,Axe Exploration Inc.,VAN,Industrial Metals & Minerals,Canada
AXM.V,Axmin Inc.,VAN,Gold,Canada
AYL.CN,Aylen Capital Inc.,CNQ,,Canada
AYQ-H.V,AYQ-H.V,VAN,,Canada
AYZ-A.TO,AYZ-A.TO,TOR,,Canada
AYB-H.V,Discovery Metals Corp.,VAN,,Canada
AYQ-A.V,AYQ-A.V,VAN,,Canada
AYD.CN,Aydon Income Properties Inc.,CNQ,,Canada
RY-PZ.TO,RBC FIRST PREF SH SERIES AZ,TOR,,Canada
AZZ.TO,Azarga Uranium Corp.,TOR,Industrial Metals & Minerals,Canada
-PZ.TO,RBC FIRST PREF SH SERIES AZ,TOR,,Canada
SBC.TO,Brompton Split Banc Corp.,TOR,,Canada
BOZ.V,Banks Island Gold Ltd.,VAN,,Canada
BAT.V,Batero Gold Corp.,VAN,Industrial Metals & Minerals,Canada
BAJ.V,Camrova Resources Inc.,VAN,,Canada
TD-PY.TO,TD BANK SER Y PR,TOR,,Canada
PST.V,Pistol Bay Mining Inc.,VAN,,Canada
PBM.V,Pacific Bay Minerals Ltd.,VAN,Industrial Metals & Minerals,Canada
LBS-PA.TO,LIFE & BANC SPLIT CORP.,TOR,,Canada
IBH.V,International Barrier Technology Inc.,VAN,General Building Materials,Canada
HSB-PD.TO,HSBC BANK CANADA CL.1 PREF. SER,TOR,,Canada
HBE.V,Hornby Bay Mineral Exploration Ltd.,VAN,Industrial Metals & Minerals,Canada
HBY.V,Hunter Bay Minerals Plc,VAN,,Canada
FBX.V,First Bauxite Corporation,VAN,Industrial Metals & Minerals,Canada
EBY.V,Emerald Bay Energy Inc.,VAN,Independent Oil & Gas,Canada
DBL.V,Pine Point Mining Limited,VAN,,Canada
BSH.V,Bayshore Petroleum Corp.,VAN,Independent Oil & Gas,Canada
BK.TO,Canadian Banc Corp.,TOR,,Canada
BHS.V,Bayhorse Silver Inc.,VAN,,Canada
BGM.V,Barkerville Gold Mines Ltd.,VAN,Gold,Canada
BCN.V,Bacanora Minerals Ltd.,VAN,Industrial Metals & Minerals,Canada
BGS.V,Baroyeca Gold & Silver Inc.,VAN,Industrial Metals & Minerals,Canada
BRO-H.V,Barksdale Capital Corp.,VAN,,Canada
BAL-H.V,Balto Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
BGL.V,Bandera Gold Ltd.,VAN,Industrial Metals & Minerals,Canada
NA-PQ.TO,NATIONAL BANK PREF SERIES 28,TOR,,Canada
BOZ-H.V,BOZ-H.V,VAN,,Canada
-PH.TO,LAURENTIAN BANK OF CDA PR SER 1,TOR,,Canada
RY-PR.TO,RBC PREF SHARES SERIES BM,TOR,,Canada
TD-PFC.TO,The Toronto-Dominion Bank,TOR,,Canada
-PR.TO,"TD BANK PREFERRED SHARES, SERIE",TOR,,Canada
BK-PA.TO,CANADIAN BANC CORP PREF A,TOR,,Canada
-PW.TO,NATIONAL BANK PREF SERIES 32,TOR,,Canada
TD-PS.TO,TD BANK SER S PR,TOR,,Canada
BNS-PL.TO,BNS-PL.TO,TOR,,Canada
GCO.V,Global Cobalt Corporation,VAN,,Canada
CPA.V,Chinapintza Mining Corp.,VAN,,Canada
BBD-PB.TO,Bombardier Inc.,TOR,,Canada
BBB.V,Brixton Metals Corporation,VAN,,Canada
SNR.V,Senator Minerals Inc.,VAN,Industrial Metals & Minerals,Canada
SM.V,Sendero Mining Corp.,VAN,,Canada
MCU.V,Mega Copper Ltd.,VAN,Copper,Canada
GSI.V,"Gatekeeper Systems, Inc.",VAN,Steel & Iron,Canada
CFB.V,Chieftain Metals Corp.,VAN,,Canada
COD.V,Coastal Gold Corp.,VAN,,Canada
BBM-H.V,BRANDENBURG ENERGY CORP,VAN,,Canada
BBI.V,Blackbird Energy Inc.,VAN,Independent Oil & Gas,Canada
BPC.V,Canadian International Pharma Corp.,VAN,,Canada
BBD-PD.TO,BOMBARDIER INC. PREFERRED (SER,TOR,,Canada
CHP-UN.TO,Choice Properties Real Estate Investment Trust,TOR,Biotechnology,Canada
PFD-UN.TO,Limited Duration Investment Grade Preferred Securities Fund,TOR,,Canada
DC-PC.TO,DC-PC.TO,TOR,,Canada
BBO.TO,Big Bank Big Oil Split Corp.,TOR,,Canada
BBO-PA.TO,"BIG BANK BIG OIL SPLIT CORP., P",TOR,,Canada
DRM-PA.TO,DREAM UNLIMITED CORP PREF SERIE,TOR,,Canada
BIR-PC.TO,BIRCHCLIFF ENERGY LTD PREF SERI,TOR,,Canada
EQ.V,EQ Inc.,VAN,,Canada
ENB-PY.TO,ENBRIDGE INC CUM RED PREF SERIE,TOR,,Canada
MFC-PK.TO,MANULIFE FINANCIAL CORP PREF SE,TOR,,Canada
CGI-PD.TO,CANADIAN GENERAL INV LTD PREF S,TOR,,Canada
MC.V,FPS Pharma Inc.,VAN,,Canada
KAY.V,Karsten Energy Corp.,VAN,,Canada
EMA-PE.TO,EMERA INC PREF SERIES E,TOR,,Canada
IMU.V,Pascal Biosciences Inc.,VAN,,Canada
JFI.V,Jemi Fibre Corp.,VAN,,Canada
BBD-PC.TO,Bombardier Inc.,TOR,,Canada
TQC-P.V,TURQUOISE CAPITAL CORP,VAN,,Canada
CME.CN,Canadian Metals Inc.,CNQ,,Canada
CD.V,Cantex Mine Development Corp.,VAN,Gold,Canada
TNT-UN.TO,True North Commercial Real Estate Investment Trust,TOR,Gold,Canada
BCB.TO,Cott Corporation,TOR,Beverages - Soft Drinks,Canada
PTK.V,POET Technologies Inc.,VAN,,Canada
ISV.TO,Information Services Corporation,TOR,Business Services,Canada
BCT.V,BriaCell Therapeutics Corp.,VAN,Biotechnology,Canada
BCE-PH.TO,BCE 1ST PREF SHARES SERIES AH,TOR,,Canada
SMS.V,Sustainco Inc.,VAN,General Building Materials,Canada
MTS.V,Metallis Resources Inc.,VAN,Industrial Metals & Minerals,Canada
MIT.V,The Mint Corporation,VAN,Credit Services,Canada
INP.V,Input Capital Corp.,VAN,,Canada
GSP.V,Gensource Potash Corporation,VAN,,Canada
COV.V,Covalon Technologies Ltd.,VAN,Biotechnology,Canada
BUL.V,Bullman Minerals Inc.,VAN,,Canada
BCU.V,Bell Copper Corporation,VAN,,Canada
BCK.V,Blind Creek Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
BCG.V,Pan Andean Minerals Ltd.,VAN,,Canada
BCF.V,Builders Capital Mortgage Corp.,VAN,,Canada
BCE-PS.TO,BCE Inc.,TOR,,Canada
BCE-PM.TO,BCE INC PREFERRED SHARES SERIES,TOR,,Canada
BCE-PB.TO,BCE INC. FIRST PR SHARES SERIES,TOR,,Canada
BCC.V,The Canadian Bioceutical Corporation,VAN,,Canada
MLP.TO,MLP.TO,TOR,,Canada
BCE-PR.TO,BCE INC SER R,TOR,,Canada
CEB.V,Ceiba Energy Services Inc.,VAN,,Canada
EXX.V,Equitorial Exploration Corp.,VAN,,Canada
BPE.V,BrightPath Early Learning Inc.,VAN,,Canada
BCA.CN,Bradstone Capital Corp.,CNQ,,Canada
NAV.V,Navasota Resources Inc.,VAN,,Canada
VBI.V,Vivione Biosciences Inc.,VAN,,Canada
BCE-PG.TO,BCE 1ST PREF SHARES SERIES AG,TOR,,Canada
BCR-H.V,Bluerock Ventures Corp.,VAN,,Canada
VBI-H.V,Vivione Biosciences Inc.,VAN,,Canada
BCI.TO,New Look Vision Group Inc.,TOR,"Specialty Retail, Other",Canada
-PT.TO,TD BANK PREF SERIES T,TOR,,Canada
BCE-PE.TO,BCE 1ST PREF SHARES SERIES AE,TOR,,Canada
BCU-H.V,Bell Copper Corporation,VAN,,Canada
BCO-H.V,British Control Oil Fields Limi,VAN,,Canada
TD-PT.TO,TD BANK PREF SERIES T,TOR,,Canada
MVT.CN,MaxTech Ventures Inc.,CNQ,,Canada
FTS-PK.TO,FORTIS INC PREF SERIES K,TOR,,Canada
GBR.V,Great Bear Resources Ltd.,VAN,Independent Oil & Gas,Canada
BGI-UN.TO,Brookfield Global Infrastructure Securities Income Fund,TOR,,Canada
BCO.V,British Controlled Oilfields Limited,VAN,,Canada
JDN.V,Jayden Resources Inc.,VAN,Industrial Metals & Minerals,Canada
BCE-PO.TO,BCE INC PREFERRED SHARES SERIES,TOR,,Canada
BCP-H.V,Broome Capital Inc.,VAN,,Canada
BCE-PF.TO,BCE 1ST PREF SHARES SERIES AF,TOR,,Canada
BCE-PQ.TO,BCE INC PREFERRED SHARES SERIES,TOR,,Canada
PPL-PA.TO,PEMBINA PIPELINE CORP PREF CLAS,TOR,,Canada
DAN.V,Arianne Phosphate Inc.,VAN,Industrial Metals & Minerals,Canada
GFI.CN,Gravitas Financial Inc.,CNQ,,Canada
BCE-PI.TO,BCE Inc.,TOR,,Canada
BCE-PT.TO,"BCE INC. FIRST PREFERRED, SERIE",TOR,,Canada
BCE-PD.TO,BCE INC. PREFERRED SHARES SERIE,TOR,,Canada
CCP-H.V,Cardinal Capital Partners Inc.,VAN,,Canada
SRC.V,Stakeholder Gold Corp.,VAN,Industrial Metals & Minerals,Canada
SPY.V,Breaking Data Corp.,VAN,,Canada
PKT.V,Parkit Enterprise Inc.,VAN,Personal Services,Canada
PHI.V,Philippine Metals Inc.,VAN,Telecom Services - Foreign,Canada
LFX.TO,LeadFX Inc.,TOR,Gold,Canada
GXM.V,Geodex Minerals Ltd.,VAN,Industrial Metals & Minerals,Canada
GWM.V,Galway Metals Inc.,VAN,,Canada
CMB.V,CMC Metals Ltd.,VAN,Silver,Canada
TES.V,Tesoro Minerals Corp.,VAN,,Canada
DC-PE.TO,DUNDEE CORP FIRST PREF SHARES S,TOR,,Canada
PPL-PK.TO,PEMBINA PIPELINE CORP PREF SERI,TOR,,Canada
TMS.CN,Targeted Microwave Solutions Inc.,CNQ,,Canada
RY-PJ.TO,ROYAL BANK PREF SERIES BD,TOR,,Canada
CMC.CN,Cielo Waste Solutions Corp.,CNQ,,Canada
-PJ.TO,ROYAL BANK PREF SERIES BD,TOR,,Canada
PVS-PC.TO,PARTNERS VALUE SPLIT CORP PREF,TOR,,Canada
SHO-H.V,ICC International Cannabis Corporation,VAN,,Canada
CNT.TO,Century Global Commodities Corporation,TOR,,Canada
BNS-PE.TO,BNS PREFERRED SHARES SERIES 34,TOR,,Canada
PLR.V,ArcPacific Resources Corp.,VAN,,Canada
BDC.V,BLACKEAGLE DEVELOPMENT CORP,VAN,,Canada
EGL.TO,Eagle Energy Inc.,TOR,,Canada
VCV-H.V,Vatic Ventures Corp.,VAN,,Canada
ODI-UN.TO,CANOE CANADIAN DIVERSIFIED INCO,TOR,,Canada
OGO.V,Organto Foods Inc.,VAN,,Canada
SNP.CN,Super Nova Petroleum Corp.,CNQ,,Canada
RLV.V,Relevium Technologies Inc.,VAN,,Canada
BMO-PR.TO,BMO CL B PREF SHARES SER 17,TOR,,Canada
HPL.V,Horizon Petroleum Ltd.,VAN,,Canada
SSS.V,Sunvest Minerals Corp.,VAN,Biotechnology,Canada
SHO-P.V,SHO-P.V,VAN,,Canada
BNS-PF.TO,BNS PREFERRED SHARES SERIES 33,TOR,,Canada
BNS-PG.TO,BNS PREFERRED SHARES SERIES 36,TOR,,Canada
PVS-PA.TO,PARTNERS VALUE SPLIT CORP PREF,TOR,,Canada
LB-PJ.TO,LAURENTIAN BANK OF CDA PR SER 1,TOR,,Canada
KE-H.V,Karoo Exploration Corp.,VAN,,Canada
UPP.CN,RISE RESOURCES LTD,CNQ,,Canada
BDR.CN,Bird River Resources Inc.,CNQ,,Canada
PT.CN,Pacific Therapeutics Ltd.,CNQ,,Canada
NA-PX.TO,NATIONAL BANK PREF SERIES 34,TOR,,Canada
EZM.CN,Easy Technologies Inc.,CNQ,,Canada
BP-H.V,Backstageplay Inc.,VAN,,Canada
CHA.CN,ChitrChatr Communications Inc.,CNQ,,Canada
EGX.V,Ecuador Gold and Copper Corp.,VAN,,Canada
VLC-H.V,Velocity Minerals Ltd.,VAN,,Canada
RNP.V,Royalty North Partners Ltd.,VAN,,Canada
NXO.V,NexOptic Technology Corp.,VAN,,Canada
GLD.V,GoldON Resources Ltd.,VAN,Gold,Canada
TRP-PI.TO,TRANSCANADA CORP PREF SERIES 6,TOR,,Canada
EX.CN,Explorex Resources Inc.,CNQ,,Canada
PWF-PQ.TO,POWER FIN CORP 4.40 PCT PREF SE,TOR,,Canada
RY-PQ.TO,RBC PREF SHARES SERIES BK,TOR,,Canada
EET.V,Halio Energy Inc,VAN,,Canada
CK.CN,Urban Select Exploration Inc.,CNQ,,Canada
GDM.V,Goldstar Minerals Inc.,VAN,,Canada
SRQ-H.V,SONOMA RESOURCES INC,VAN,,Canada
MRL.V,Margaux Resources Ltd.,VAN,,Canada
KE.V,Karoo Exploration Corp.,VAN,,Canada
TIM.V,Toachi Mining Inc.,VAN,,Canada
LBC.V,Libero Mining Corporation,VAN,,Canada
BEK-B.TO,The Becker Milk Company Limited,TOR,Real Estate Development,Canada
BZ.V,Benz Mining Corp.,VAN,Industrial Metals & Minerals,Canada
BSX.TO,Belo Sun Mining Corp,TOR,,Canada
BRZ.V,Bearing Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
BRL.V,Bearclaw Capital Corp.,VAN,Industrial Metals & Minerals,Canada
BKR.V,Berkwood Resources Ltd.,VAN,,Canada
BEY.V,Blacksteel Energy Inc.,VAN,Independent Oil & Gas,Canada
BEX.V,Benton Resources Inc.,VAN,Industrial Metals & Minerals,Canada
BEW.V,BeWhere Holdings Inc.,VAN,,Canada
BER.V,BE Resources Inc.,VAN,Industrial Metals & Minerals,Canada
BEN.V,Butte Energy Inc.,VAN,,Canada
BTC.V,Alset Energy Corp.,VAN,,Canada
BE.CN,Beleave Inc.,CNQ,,Canada
BEA.V,Belmont Resources Inc.,VAN,Aerospace/Defense Products & Services,Canada
BET.V,Bethpage Capital Corp.,VAN,,Canada
BEL.V,Belvedere Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
GB.V,Ginger Beef Corporation,VAN,Food - Major Diversified,Canada
BEP-PG.TO,BROOKFIELD RENEWABLE LP PREF SE,TOR,,Canada
WBR.V,WBR.V,VAN,,Canada
TNY.CN,TINLEY BEVERAGE CO,CNQ,,Canada
SBG-H.V,Spirit Bear Capital Corp.,VAN,,Canada
BED.V,Bedrocan Cannabis Corp.,VAN,,Canada
IBC.V,International Bethlehem Mining Corp.,VAN,Industrial Metals & Minerals,Canada
SEB.V,Smart Employee Benefits Inc.,VAN,Meat Products,Canada
BEI-UN.TO,Boardwalk Real Estate Investment Trust,TOR,REIT - Residential,Canada
BKS.CN,Berkley Renewables Inc.,CNQ,,Canada
SIC.V,Sokoman Iron Corp.,VAN,Metal Fabrication,Canada
LPC.V,Lorne Park Capital Partners Inc,VAN,Asset Management,Canada
GZT.TO,Gazit Globe Ltd,TOR,Property Management,Canada
TAN.V,Tanager Energy Inc.,VAN,,Canada
PPL-PC.TO,PEMBINA PIPELINE CORP PREF SER,TOR,,Canada
PEM.V,"Premium Exploration, Inc.",VAN,,Canada
MQI-UN.TO,Macquarie Global Infrastructure Income Fund,TOR,,Canada
MJX.V,Albert Mining Inc.,VAN,,Canada
CRT-UN.TO,CT Real Estate Investment Trust,TOR,"Lumber, Wood Production",Canada
-P.V,PLYMOUTH REALTY CAPITAL CORP,VAN,,Canada
CZH.V,Rockwealth Resources Corp.,VAN,,Canada
SOD.CN,SunOil Ltd.,CNQ,,Canada
SCW-UN.TO,Canso Select Opportunities Fund,TOR,,Canada
BNS-PB.TO,BNS PREFERRED SHARES SERIES 21,TOR,,Canada
NSC.V,Northern Sun Mining Corp.,VAN,,Canada
LPS.V,Legend Power Systems Inc.,VAN,Business Services,Canada
RY-PM.TO,ROYAL BANK PREF SERIES BF,TOR,,Canada
GDN.V,Gordon Creek Energy Inc.,VAN,,Canada
DEC.V,Decade Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
BFK-P.V,The Hydropothecary Corporation,VAN,,Canada
MA.TO,MA.TO,TOR,,Canada
SWR-H.V,Swift Resources Inc.,VAN,,Canada
DE.V,Decisive Dividend Corporation,VAN,,Canada
SJL.V,Saint Jean Carbon Inc.,VAN,,Canada
MWI-UN.V,Maplewood International Real Estate Investment Trust,VAN,,Canada
TTX.CN,Tantalex Resources Corporation,CNQ,,Canada
FRL-UN.TO,"Crescent Senior Secured Floating Rate Loan Fund, LLC",TOR,,Canada
PH-P.V,PLYMOUTH REALTY CAPITAL CORP,VAN,,Canada
BFF.V,Nevada Energy Metals Inc.,VAN,,Canada
ENB-PFV.TO,ENBRIDGE INC PREF SERIES 5 USD,TOR,,Canada
NGN.V,Newmarket Gold Inc.,VAN,,Canada
IES.V,Intercept Energy Services Inc.,VAN,,Canada
CBP.CN,Certive Solutions Inc.,CNQ,,Canada
BFT.V,Relevium Technologies Inc.,VAN,,Canada
MGZ-H.V,Mangazeya Mining Ltd.,VAN,Gold,Canada
RHR.V,Millennial Lithium Corp.,VAN,,Canada
BFM.V,Royalty North Partners Ltd.,VAN,,Canada
ROY-H.V,Lithium X Energy Corp.,VAN,,Canada
PLY.V,Playfair Mining Ltd.,VAN,Industrial Metals & Minerals,Canada
NVR.TO,Nevada Iron Ltd.,TOR,,Canada
BGG.V,Buccaneer Gold Corp.,VAN,Industrial Metals & Minerals,Canada
BGE.V,Bison Gold Resources Inc.,VAN,Gold,Canada
TSZ.CN,360 Capital Financial Services Group Inc.,CNQ,,Canada
WOW-P.V,ZOMEDICA PHARMACEUTICALS CORP,VAN,,Canada
MGI.V,Magnum Goldcorp Inc.,VAN,,Canada
REP-H.V,REPARO ENERGY PARTNERS CORP,VAN,,Canada
BGA.CN,BGA.CN,CNQ,,Canada
CUT.V,Cortez Gold Corp.,VAN,,Canada
IEX.V,Icon Exploration Inc.,VAN,,Canada
LGM.CN,Lions Gate Metals Inc.,CNQ,,Canada
BGA.V,BioNeutra Global Corporation,VAN,,Canada
IEX-H.V,Icon Exploration Inc.,VAN,,Canada
OXI-H.V,OXFORD RESOURCES INC,VAN,,Canada
EMS-P.V,ELEMENT 79 CAPITAL INC,VAN,,Canada
DSS.V,MOVIT Media Corp.,VAN,,Canada
EGT.V,Eguana Technologies Inc.,VAN,"Recreational Goods, Other",Canada
GBC.CN,Greenbank Capital Inc,CNQ,,Canada
EIT-UN.TO,Canoe EIT Income Fund,TOR,,Canada
RCR.V,Rockcliff Resources Inc.,VAN,,Canada
EEN.V,Estrella International Energy Services Ltd,VAN,,Canada
EXS.V,Explor Resources Inc.,VAN,Industrial Metals & Minerals,Canada
RMD.V,Richmond Minerals Inc.,VAN,Industrial Metals & Minerals,Canada
FUU.V,Fission 3.0 Corp.,VAN,Industrial Metals & Minerals,Canada
EL.V,Engagement Labs Inc.,VAN,,Canada
CZY.V,Caza Gold Corp.,VAN,,Canada
CSN.V,Crimson Bioenergy Ltd.,VAN,,Canada
BIT.V,Black Isle Resources Corp.,VAN,Industrial Metals & Minerals,Canada
BHR.V,Blackheath Resources Inc.,VAN,Industrial Metals & Minerals,Canada
BSP.V,Big Sky Petroleum Corporation,VAN,,Canada
MML.V,American Lithium Corp.,VAN,,Canada
MYR.V,Meryllion Resources Corporation,VAN,,Canada
PLZ-UN.TO,Plaza Retail REIT,TOR,Oil & Gas Equipment & Services,Canada
TAJ.V,Tajiri Resources Corp.,VAN,,Canada
ENB-PJ.TO,ENBRIDGE INC PREF SER 7,TOR,,Canada
PWF-PT.TO,POWER FINANCIAL CORP 4.20 PCT P,TOR,,Canada
BHT.V,Braveheart Resources Inc.,VAN,Industrial Metals & Minerals,Canada
IRR.V,Inform Resources Corp,VAN,,Canada
PHC.V,Phoenix Metals Corporation,VAN,,Canada
RRS.V,Rogue Resources Inc.,VAN,,Canada
VMI-H.V,VEGA MINING INC,VAN,,Canada
LEN.V,Lund Enterprises Corp.,VAN,Industrial Metals & Minerals,Canada
PHC-H.V,Phoenix Metals Corporation,VAN,,Canada
CSN-H.V,CRIMSON BIOENERGY LTD,VAN,,Canada
VMI.V,VMI.V,VAN,,Canada
